16.6885,8,987,1982,240.97,237.911,211.05,0.4,33720.1,42373.9,4237.39,234.741,560.222,30,0.866011,20253,0.55871,2,92.3421,88.6895,1.05843
8,8,594,1196,245.523,200.18,249.27,0.4,20166.2,25341.6,2534.16,193.002,510.012,21,0.84464,15734,0.525156,2,90.4357,86.5759,1.06624
13.9945,8,1105,2218,244.022,282.36,238.62,0.4,38172.7,47969.2,4796.92,274.62,539.48,27,0.857159,23425,0.551001,2,85.5044,82.6557,1.0611
6,7,947,1901,226.814,289.979,233.78,0.4,36205.1,45496.7,4549.67,263.102,817.215,30,0.855148,27195,0.547197,2,85.036,82.5487,1.05783
17.3347,7,1074,2155,285.388,310.41,283.1,0.4,42210.9,53043.8,5304.38,328.629,571.171,30,0.850736,24405,0.533466,2,83.1729,80.0947,1.06145
8.4,7,405,817,172.617,305.68,166.58,0.4,16742.4,21039.2,2103.92,247.32,862.013,41,0.810608,10504,0.597044,2,92.8048,87.729,1.08256
7.2,6,1021,2048,282.723,424.23,228.57,0.4,34797.4,43727.7,4372.77,347.815,676.379,30,0.864424,23327,0.563486,2,91.8505,89.4006,1.05928
17.4341,9,1089,2187,262.397,428.37,225.33,0.4,38176.8,47974.4,4797.44,304.836,1172.86,45,0.842732,28933,0.597134,2,90.6967,85.863,1.06686
6.4,10,1313,2636,420.471,318.4,196.73,0.4,38667.8,48591.3,4859.13,299.026,728.276,38,0.860237,24220,0.550758,2,87.7013,85.6067,1.06526
13.1337,7,944,1895,217.493,331.41,206.13,0.4,33276.4,41816.4,4181.64,242.115,616.984,35,0.846173,23034,0.567456,2,88.5074,85.6984,1.0681
7.6,8,659,1326,280.655,271.279,198.28,0.4,22362.4,28101.4,2810.14,277.099,465.625,29,0.849931,16204,0.559331,2,83.2397,80.2484,1.06411
13.7685,7,936,1879,251.671,381.472,261.88,0.4,38973.7,48975.8,4897.58,370.31,1224.62,47,0.796628,39689,0.58505,2,93.8261,88.7467,1.09104
6.8,6,1281,2568,292.651,369.023,187.16,0.4,35128.8,44144.2,4414.42,341.987,550.675,33,0.891028,14995,0.564459,2,86.6875,88.2846,1.05238
103.123,7,704,1415,314.691,241.994,253.99,0.4,22592.6,28390.7,2839.07,262.069,478.059,25,0.875414,9685,0.583472,2,90.2459,86.2854,1.05752
49.6,8,586,1180,188.927,220.476,186.76,0.4,15846,19912.7,1991.27,186.056,309.26,25,0.864814,10283,0.532549,2,88.853,86.543,1.06498
239.36,5,553,1111,204.791,393.3,201.41,0.4,18503.6,23252.3,2325.23,272.034,696.821,49,0.859631,12458,0.584722,2,91.6796,89.2376,1.06005
18.8239,7,540,1087,287.894,350.905,207.45,0.4,19603.1,24633.9,2463.39,414.102,599.423,24,0.852963,12227,0.524195,2,87.2034,87.3479,1.06486
7.2,6,771,1548,259.781,317.843,174.4,0.4,23519.2,29555.1,2955.51,294.958,472.14,27,0.855241,15120,0.557356,2,88.8182,86.8004,1.06851
18.7274,9,700,1409,252.853,410.575,224.5,0.4,20255.2,25453.4,2545.34,317.924,597.32,25,0.873932,13018,0.573238,2,87.1979,84.8537,1.0596
8.8,9,497,1003,380.002,240.599,256.58,0.4,12413.7,15599.5,1559.95,377.698,739.577,26,0.874461,8274,0.597315,2,86.3371,84.2169,1.06451
14.8979,7,1023,2053,465.977,612.379,320.69,0.4,33020.5,41494.8,4149.48,647.824,865.728,41,0.846892,25703,0.558997,2,90.4016,87.5744,1.06622
6.8,8,707,1422,523.165,590.478,320.23,0.4,22660.5,28476,2847.6,616.897,999.87,42,0.874637,14470,0.560477,2,88.0093,86.5478,1.05975
136.712,9,565,1139,363.123,492.246,311.49,0.4,18220.3,22896.3,2289.63,621.56,800.386,24,0.86775,11475,0.564041,2,86.1355,85.201,1.06052
56,7,1166,2339,347.821,691.504,365.06,0.4,41308.2,51909.4,5190.94,648.271,1019.99,41,0.807594,40462,0.53415,2,89.7887,83.9328,1.08687
167.716,9,548,1105,142.096,255.22,191.54,0.4,15754.9,19798.2,1979.82,187.517,422.689,28,0.868584,8997,0.573767,2,84.7724,83.796,1.06075
59.6,6,927,1860,301.032,284.634,336.81,0.4,27559.2,34631.9,3463.19,255.15,638.514,27,0.835882,19521,0.581975,2,92.9044,89.4477,1.07679
13.251,5,785,1575,332.949,233.142,223.3,0.4,30453.9,38269.5,3826.95,297.699,854.962,33,0.83007,18821,0.575632,2,88.4822,84.9879,1.0742
5.6,8,705,1418,214.564,282.8,287.82,0.4,25714.1,32313.3,3231.33,274.696,466.089,19,0.83017,21240,0.515531,2,88.7723,83.8511,1.07416
12.0043,5,545,1095,147.469,329.731,269.51,0.4,18738.6,23547.7,2354.77,222.236,379.979,23,0.857213,14665,0.546803,2,86.6937,85.8754,1.05991
5.6,8,984,1976,256.668,374.608,242.59,0.4,30391.6,38191.2,3819.12,302.757,529.673,29,0.868741,16480,0.574577,2,84.2491,82.1987,1.06195
13.2647,10,666,1342,202.17,225.39,302,0.4,15961.7,20058,2005.8,274.822,448.042,33,0.871417,9314,0.58846,2,92.2164,89.0437,1.06523
6.4,10,629,1268,231.892,244.071,188.39,0.4,14512.3,18236.7,1823.67,185.56,397.599,25,0.862716,8694,0.575269,2,88.3972,86.8863,1.06792
14.0293,7,582,1171,210.03,263.681,172.16,0.4,15786.1,19837.5,1983.75,203.755,594.07,33,0.847128,9838,0.553786,2,91.3173,85.209,1.07021
6,4,504,1012,231.734,201.832,170.54,0.4,15983.8,20085.8,2008.58,206.819,412.809,21,0.862519,6840,0.57591,2,86.5007,87.1981,1.06493
12.8812,7,565,1137,316.023,324.103,231.93,0.4,17974.7,22587.7,2258.77,422.027,549.739,24,0.871728,9156,0.581875,2,89.952,89.4854,1.0556
5.2,8,938,1884,271.478,410.578,182.37,0.4,26190.6,32912.1,3291.21,407.957,579.632,29,0.883884,11482,0.557669,2,84.5558,82.8756,1.05299
14.43,7,512,1031,189.984,456.638,302.37,0.4,18419.4,23146.5,2314.65,440.017,616.669,20,0.841004,12804,0.563656,2,91.5378,85.6773,1.06893
