14.3138,7,716,1439,308.145,397.259,279.72,0.4,27248.8,34241.9,3424.19,435.823,666.125,34,0.840155,21193,0.539781,2,86.3699,85.279,1.06701
6.4,4,350,704,304.203,260.083,263.36,0.4,14659.3,18421.5,1842.15,310.754,534.226,25,0.860532,6946,0.560018,2,85.6043,80.8298,1.05975
10.2229,9,1293,2595,395.759,348.369,281.53,0.4,42049.8,52841.4,5284.14,314.383,734.475,39,0.871389,16496,0.579136,2,86.0104,88.0774,1.06123
5.2,7,744,1495,216.64,282.16,211.9,0.4,23001,28903.9,2890.39,261.38,441.588,32,0.832617,17074,0.56747,2,88.4609,83.277,1.08055
15.2562,10,773,1556,337.289,307.512,217.24,0.4,28453,35755.1,3575.51,358.841,555.212,24,0.83223,22331,0.578801,2,92.9101,88.3398,1.07026
6.8,8,282,572,277.607,259.842,274.7,0.4,18720.8,23525.2,2352.52,284.217,1810.46,48,0.773331,12187,0.573545,2,97.3258,88.4755,1.0903
14.9294,10,518,1046,319.351,507.21,178.7,0.4,25347.1,31852.1,3185.21,371.478,604.058,22,0.851562,11078,0.553804,2,84.8976,79.7826,1.06072
6.8,6,576,1158,175.229,264.09,255.93,0.4,16680.9,20961.9,2096.19,295.337,423.6,24,0.831684,16059,0.561742,2,90.647,88.3715,1.08117
17.1497,8,460,928,254.153,469.821,163.39,0.4,22347.8,28083,2808.3,385.674,629.261,20,0.841771,9876,0.540665,2,86.9982,84.2928,1.06145
7.6,5,614,1233,281.17,324.513,162.27,0.4,24451.4,30726.6,3072.66,277.65,685.784,29,0.825581,22358,0.560097,2,89.7963,86.8187,1.07712
14.0098,7,423,853,311.092,217.849,171.81,0.4,14826.2,18631.2,1863.12,270.049,515.361,30,0.820157,11647,0.575968,2,87.2176,83.6118,1.07679
4.4,7,566,1139,216.63,238.542,131.91,0.4,13875.7,17436.7,1743.67,204.346,593.079,44,0.87649,7582,0.596318,2,88.3217,88.2231,1.0582
12.2457,7,627,1261,221.049,308.786,144.56,0.4,16654.1,20928.2,2092.82,244.78,530.056,47,0.840992,13185,0.568466,2,88.2732,85.5137,1.07496
6.4,6,597,1200,164.263,295.499,208.65,0.4,18686.2,23481.8,2348.18,233.324,738.045,41,0.874353,12508,0.603714,2,88.8639,87.4948,1.05748
5.2,9,402,813,251.253,223.018,280.67,0.4,18422.2,23150,2315,253.478,636.245,23,0.845096,7178,0.556386,2,93.9967,92.8981,1.06874
15.6291,7,508,1023,210.542,491.32,189.55,0.4,17484,21971.1,2197.11,387.081,506.172,23,0.867304,7124,0.549024,2,90.203,87.5368,1.06121
