7,39,85,146.708,235.92,93.67,0.4,3637.41,4570.91,457.091,234.741,330.394,9,0.853288,2288,0.444268,2,71.916,81.1102,1.04539
7,40,87,155.498,196.55,101.11,0.4,2318.56,2913.58,291.358,167.306,280.489,8,0.849983,1832,0.593485,2,92.2356,86.1731,1.06377
7,36,79,133.895,189.881,111.22,0.4,2682.29,3370.66,337.066,196.894,262.126,9,0.854289,1980,0.575819,2,70.7625,71.6028,1.0472
6,51,108,145.742,193,117.05,0.4,3600.48,4524.49,452.449,204.537,297.11,9,0.83494,2780,0.472746,2,83.3766,76.7442,1.05671
6,35,76,230.591,221.221,133.51,0.4,3201.1,4022.63,402.263,208.163,271.212,5,0.881498,1548,0.420862,2,85.2417,80.6903,1.03396
6,23,52,113.21,165.499,104,0.4,1839.6,2311.7,231.17,161.933,215.452,7,0.8225,1125,0.533333,2,82.3619,79.0538,1.0622
5,66,137,227.213,325.971,94.48,0.4,3592.13,4514.01,451.401,341.193,407.9,13,0.866179,2382,0.634003,2,87.6807,88.8437,1.05532
8,50,108,213.039,312.799,92.89,0.4,3735.29,4693.91,469.391,304.836,400.584,8,0.87692,2601,0.514222,2,84.8175,92.9541,1.04238
9,66,141,138.85,313.51,91.71,0.4,3809.99,4787.78,478.778,290.753,341.427,11,0.884367,2205,0.538039,2,82.1611,79.6605,1.03955
6,51,108,180.853,296.7,109.66,0.4,3740.78,4700.8,470.08,242.115,289.29,8,0.857749,2708,0.480044,2,79.949,75.8775,1.05115
7,38,83,158.63,289.81,95.84,0.4,2904.4,3649.78,364.978,277.099,342.289,9,0.887535,2044,0.583789,2,74.0563,67.9385,1.03756
6,39,84,147.041,381.209,127.56,0.4,3706.43,4657.64,465.764,370.31,471.09,9,0.851829,2970,0.462667,2,86.7508,86.6472,1.05764
5,42,89,244.759,418.239,142.47,0.4,4243.3,5332.29,533.229,243.074,357.037,8,0.887978,1447,0.499244,2,74.2895,77.4384,1.04341
6,30,66,195.821,230.434,138.23,0.4,2779.95,3493.39,349.339,189.052,252.907,7,0.899675,1009,0.455556,2,73.1987,72.6503,1.03132
7,15,37,113.229,149.851,124.26,0.4,1926.43,2420.82,242.082,142.667,220.64,4,0.854371,1271,0.488889,2,72.9445,88.4421,1.04637
4,41,86,131.239,211.94,79.96,0.4,2819.02,3542.48,354.248,193.666,264.057,9,0.845755,2077,0.551005,2,79.5985,73.3824,1.06183
6,30,66,149.282,245.911,101.41,0.4,2838.47,3566.92,356.692,182.273,251.959,6,0.871042,1545,0.417316,2,75.9404,71.6426,1.04403
5,36,77,153.622,220.223,129.71,0.4,3256.37,4092.07,409.207,188.53,262.452,6,0.853164,2036,0.428989,2,79.7197,73.4536,1.04969
8,54,116,201.319,227.761,158.07,0.4,3069.64,3857.42,385.742,218.663,284.74,11,0.847928,1927,0.6437,2,67.7904,76.5808,1.06459
8,26,60,117.123,152.123,140.06,0.4,1998.6,2511.52,251.152,158.07,198.697,6,0.862258,1394,0.548077,2,78.785,83.8734,1.04609
6,44,94,155.42,220.752,170.04,0.4,4410.62,5542.55,554.255,169.229,259.113,7,0.838436,3378,0.47096,2,81.1079,81.5582,1.05966
7,54,115,170.159,206.636,127.95,0.4,3530.41,4436.45,443.645,176.986,270.911,17,0.868201,2164,0.504583,2,84.9693,81.1083,1.05235
8,29,66,186.941,255.93,156.59,0.4,3035.85,3814.96,381.496,192.753,265.834,6,0.838935,1962,0.403448,2,80.9739,74.7758,1.0505
6,30,66,230.932,304.379,143.94,0.4,4703.24,5910.26,591.026,273.791,307.52,5,0.876077,2815,0.41873,2,69.4323,61.691,1.041
8,17,42,107.4,168.292,92.07,0.4,1889.17,2374,237.4,143.958,205.059,5,0.814561,931,0.323529,2,86.5811,83.2319,1.05033
5,46,97,125.662,250.138,130.29,0.4,3089.56,3882.46,388.246,218.648,291.172,9,0.867127,2137,0.571227,2,79.6605,79.7357,1.04699
4,57,118,158.681,190.67,106.93,0.4,2736.23,3438.44,343.844,175.841,223.7,15,0.872462,1503,0.603733,2,85.7815,78.4934,1.06051
7,38,83,147.439,220.34,122.33,0.4,3027.85,3804.91,380.491,168.653,244.53,5,0.838275,2175,0.353759,2,90.0041,85.5688,1.05383
4,84,172,131.993,374.991,68.99,0.4,2685.53,3374.74,337.474,222.236,324.469,23,0.896632,2041,0.643635,2,86.9386,88.5812,1.05115
7,31,69,179.778,350.551,157.1,0.4,2637.14,3313.93,331.393,276.931,345.804,8,0.884681,1390,0.505679,2,95.8101,77.5128,1.0415
9,23,55,107.19,131.8,142,0.4,1959.73,2462.67,246.267,133.507,168.522,6,0.899305,942,0.605797,2,78.6923,77.335,1.03222
9,49,107,155.84,222.589,79.5,0.4,2111.58,2653.49,265.349,185.56,264.26,15,0.889925,1230,0.696617,2,84.7397,80.4086,1.04245
6,25,56,157.468,258.611,106.94,0.4,2061.41,2590.44,259.044,203.755,273.409,9,0.865297,1160,0.541111,2,81.387,69.5944,1.04535
3,47,97,139.942,182.14,124.23,0.4,2591.99,3257.19,325.719,141.69,220.421,9,0.888508,970,0.588878,2,84.7999,87.7157,1.04297
6,29,64,149.378,189.996,143.76,0.4,2168.64,2725.19,272.519,171.609,212.655,7,0.88144,1123,0.464412,2,84.8934,82.5418,1.03993
7,46,99,128.982,234.731,113.58,0.4,3176.17,3991.29,399.129,204.107,263.233,9,0.8896,1022,0.46366,2,80.5606,77.6316,1.0468
6,32,70,203.383,182.371,136.55,0.4,3045.86,3827.54,382.754,198.112,243.239,6,0.856219,1838,0.472396,2,74.031,81.2541,1.0495
6,45,96,216.181,499.54,153,0.4,3793.91,4767.56,476.756,424.826,515.588,10,0.867432,2824,0.489716,2,79.9623,72.4144,1.04295
3,19,41,154.608,178.681,127.89,0.4,1584.45,1991.08,199.108,138.243,157.988,6,0.915298,644,0.561404,2,79.9493,83.2417,1.02379
8,52,112,181.248,230.96,94.59,0.4,2818.98,3542.43,354.243,194.173,269.293,11,0.897283,989,0.452583,2,75.9144,76.5015,1.03784
6,28,62,125.511,190.73,126.95,0.4,2785.3,3500.11,350.011,139.933,209.061,6,0.848221,1855,0.571429,2,80.9272,68.1554,1.05146
9,62,133,164.115,301.101,124.24,0.4,3423.03,4301.51,430.151,222.548,301.64,16,0.868044,2590,0.554632,2,82.669,79.6219,1.04986
7,24,55,117.996,173.299,97.75,0.4,2191.95,2754.48,275.448,129.185,184.492,5,0.820233,1388,0.555556,2,94.6303,88.4765,1.06049
9,24,57,217.11,172.862,96.88,0.4,2649.94,3330.01,333.001,171.77,190.844,4,0.875933,1081,0.430556,2,84.4261,70.8272,1.0324
5,99,203,151.859,272.64,86.95,0.4,2861.64,3596.04,359.604,295.337,388.622,19,0.884816,2253,0.626734,2,95.3493,90.8373,1.06512
7,34,75,196.181,275.109,134.09,0.4,3173.66,3988.14,398.814,228.205,353.38,7,0.859959,1201,0.458543,2,88.0398,88.2477,1.04554
4,33,70,156.258,303.801,86.59,0.4,3015.41,3789.28,378.928,277.65,402.348,9,0.843246,3349,0.512073,2,76.3921,79.5642,1.04931
6,34,74,192.741,201.112,75.84,0.4,2208.71,2775.54,277.554,185.089,215.789,7,0.87232,1588,0.526579,2,80.6621,68.7856,1.04696
6,21,48,142.78,272.369,87.54,0.4,1879.92,2362.38,236.238,190.495,239.25,7,0.897659,933,0.419728,2,70.391,72.4511,1.03332
6,31,68,132.401,271.111,85.75,0.4,2175.48,2733.79,273.379,194.846,279.987,7,0.86899,1755,0.452151,2,79.9676,69.0945,1.04801
6,25,56,153.078,185.932,98.61,0.4,1836.52,2307.83,230.783,185.083,233.96,10,0.885702,896,0.503238,2,76.7491,75.924,1.03797
8,18,44,146.846,232.511,129.14,0.4,2304.95,2896.49,289.649,205.92,264.289,4,0.874452,720,0.569444,2,86.5924,87.2576,1.03629
6,23,52,103.106,430.13,64.4,0.4,2448.06,3076.33,307.633,387.081,506.172,9,0.880094,656,0.476812,2,83.2552,84.2045,1.03759
