6.109837027511232918e+03,-1.661232607786410517e+04
-1.768563771301722954e+04,5.113276796847577543e+02
4.843684610251781123e+03,-2.620817005266302294e+04
1.784643467096749737e+04,2.927414459754576092e+04
1.580128163397184653e+04,-2.670508651536763864e+04
-9.380904234497326115e+02,1.722391224411765870e+04
2.559240538266368821e+04,6.829796407614726377e+03
1.126467604726172613e+04,6.902406835346174375e+03
1.857350238570688816e+04,-5.509432029268340557e+03
2.045639793268179710e+04,-9.310182459873489279e+03
-1.609691611213393480e+04,-1.892933510002621006e+03
1.329866566909395624e+04,1.801105224995808612e+03
1.560562185555777069e+04,-1.942755154404231871e+04
-9.397499630420506946e+03,-6.965587946920578361e+03
-1.655005381574854619e+04,9.233573863993598934e+03
2.063221820728806790e+02,2.135833920121711799e+03
-2.982473795013826475e+03,-6.443194124195671066e+03
-1.520109279569935279e+04,-5.562054269384161671e+03
5.761609820304662207e+03,-6.560768164663110838e+03
4.274684733451981060e+02,2.858671013176860924e+03
1.642371182912957374e+04,2.405756679199266000e+04
-1.951639740583719231e+03,2.300146175875867993e+04
6.764698606091092188e+03,7.342985936073660923e+03
1.422850037838486060e+04,3.544562660843540652e+04
-1.555761752153799898e+04,1.451895085820068743e+03
7.915287696406366194e+03,-1.128513025734474104e+04
1.130025988515381687e+04,-5.254373094810792281e+03
-1.215587431675480548e+04,-1.002797022791422023e+04
-1.827586245600752591e+04,4.738204927884189601e+03
2.403081094526817651e+03,-1.913498823997786167e+04
-1.054491426861691980e+04,-2.273681192409185314e+03
-1.701839461802723963e+04,6.940885928161597803e+03
-1.398671831072502391e+04,1.945395327376575779e+03
-1.681311741894207444e+04,8.170009811021689529e+03
-2.591723986063049324e+03,-4.326520145446264905e+03
1.367558041836141638e+04,-1.299678108759920178e+04
1.979824851100607248e+03,-5.440512640242857742e+03
1.124607590580071337e+04,-7.105902267351142427e+02
-1.238399344225691311e+04,3.458721548567499212e+03
3.057991702212050222e+04,1.381742792410279799e+04
-1.665316805680597099e+04,-2.067987708737795856e+03
7.457241632264839609e+03,-9.629509681810821348e+03
-6.610315945526868745e+03,1.036214734417399632e+04
9.427409733635997327e+03,-7.909280051626790737e+03
-1.351626984596727198e+04,5.728561809394317379e+02
5.829640618166703462e+03,-3.919063037399834684e+03
-1.585189955480715616e+04,-5.906593346488157295e+03
-1.124196223710595950e+04,2.149456746506004492e+03
-9.988286639134244979e+03,4.707024797026741908e+03
-8.650216633159703633e+03,-1.607795772279024050e+03
9.426982437375112340e+02,8.174198573071096689e+03
2.796564857837166073e+03,-1.039696556046915930e+03
-1.611473112055778802e+04,1.621128543837879761e+03
