0.0000,0.2863,0.3960,0.4917,0.4097
0.2863,0.0000,0.1487,0.3149,0.1869
0.3960,0.1487,0.0000,0.0936,0.4862
0.4917,0.3149,0.0936,0.0000,0.2401
0.4097,0.1869,0.4862,0.2401,0.0000
