5.053290982601409409e-01,-1.837187421614887850e-01
-2.402456964777235915e-01,-7.825047547904800949e-02
7.237779436723857929e-01,-3.998405866996673774e-01
6.573151442655107424e-01,-3.432692796706978133e-01
4.455251696919880766e-01,-2.638083328517197845e-01
-1.999963217712289465e-01,2.091651831608662970e-01
6.728405452796870634e-01,-6.655344349996872191e-05
3.578802851413894204e-01,5.762039989788885208e-01
5.847331649870886050e-01,1.748164220849641277e-03
6.243498055753641252e-01,4.051717889874816014e-03
-5.532153719675171610e-02,-3.127142125509653758e-01
1.255018502355138288e-01,4.406979721161214947e-01
3.528781998468786818e-01,-1.778437484713374928e-01
-1.565389888751566039e-01,-4.446572065789235195e-02
-4.101414740973724493e-01,4.685282446321659827e-02
-2.749272159073646860e-01,2.253644616606893802e-01
-2.829002499393990511e-01,-6.635623681630185844e-02
-2.037455988674758550e-02,-2.167785544296880473e-01
-1.689919722930129931e-01,-1.165616876567461824e-01
-2.169738613459167575e-01,4.529890534308651795e-02
2.028475855358347901e-01,4.524596303817237097e-01
4.062204118278248816e-02,2.593738464645190533e-01
-1.313322892648514373e-01,1.186724584269850391e-01
5.582098651314883891e-02,2.452070327223845603e-01
-3.587478089206551091e-01,2.528781142704566998e-02
1.957759071425673736e-01,5.219223551422724761e-02
3.274899325700202923e-01,-1.192074597313106353e-02
3.192633520294744370e-02,-1.897596905325383554e-01
-2.835030893201913593e-01,-6.176062155086119859e-02
5.645201192148135982e-01,-4.570225506353611244e-01
-2.973066171798276480e-01,1.676837897238447617e-01
-4.345312016125990606e-01,7.807418903067467331e-02
-3.854804637846950266e-01,1.150721776576132255e-01
-4.395992433833865176e-01,7.823375780272992519e-02
-2.743894610907522402e-01,8.369688835150267125e-02
2.467530380949709556e-01,-3.877737448023057532e-01
-2.374114744367339103e-01,6.489934931440251298e-02
2.055714313553596018e-01,-7.822958423928752514e-02
-2.463979287802645357e-01,-9.415615156333312363e-02
4.013229911143408879e-01,-4.350649861477710878e-02
-8.786100750014682118e-03,-1.726240969044127438e-01
2.012060474258548781e-01,1.242444337639717414e-02
-1.676974999571788014e-02,4.993294021855564785e-02
-1.524800849873095623e-02,-2.278360706629085908e-01
-3.046260301142498794e-01,5.726278359321806261e-02
-1.719674129119679873e-01,-1.988530666604598207e-01
-1.518144020612352887e-02,-6.282250002224791519e-02
-2.703060379853380324e-01,6.614861961468118667e-02
-3.110471342315737631e-01,2.044343897577949043e-01
-2.835058405348194199e-01,1.366418017649109751e-01
-3.152306476874724983e-01,2.263731794262552610e-01
-2.327261365525336856e-01,8.097196894995760397e-02
-4.634816272754110345e-01,6.551293169765834423e-02
