0.0000,0.1045,0.2179,0.3233,0.3445
0.1045,0.0000,0.0090,0.2792,0.0214
0.2179,0.0090,0.0000,0.0219,0.3964
0.3233,0.2792,0.0219,0.0000,0.0487
0.3445,0.0214,0.3964,0.0487,0.0000
