4.349378888287268041e-01,9.737343255385427776e-02,1.888369568324535785e-01
-3.137833237622971727e-01,-1.429387201620393177e-01,2.426003838326817597e-01
8.849039853106556164e-01,-8.714667625270073881e-01,-9.015737028463273461e-02
9.072333748889589433e-01,-6.574429961298690062e-01,1.134986726622084705e-02
6.152648596828630412e-01,-6.779909064393564444e-01,-1.132017118338482092e-01
-3.658018862541583816e-01,-4.263804875515450621e-02,-9.035584160865218761e-01
9.044915541590491381e-01,9.603623485970194662e-02,-4.722621971847742323e-02
6.807450184222695322e-01,9.919222595923356256e-02,-5.957651352432626890e-01
8.826658316700960460e-01,-3.240577495966422972e-01,-3.584471745839742374e-01
7.328675301375234818e-01,8.881740683948761983e-02,1.099787908020253696e-01
-8.424826615638826566e-02,-1.996778026713255105e-01,7.949961145009278862e-01
3.526277168958777408e-01,4.871843626042510200e-01,-5.437010654263355613e-01
5.078320219073785280e-01,-1.059551389386856335e-02,2.626912151433644649e-01
-1.796445787567048091e-01,1.111078676656673814e-01,2.672188550549379760e-01
-5.069153289415424535e-01,-4.886028006137667634e-01,-3.468549968063712741e-01
-4.089794649562905615e-01,-9.236223649400675251e-02,-7.688532698473407034e-01
-2.963097514229944274e-01,1.617958331924304050e-01,5.180214576985533448e-01
-1.366357672416814162e-01,1.560073788579750542e-01,4.429479753674250286e-01
-2.953372047819356472e-01,8.136711585418640591e-02,2.746867172263118828e-01
-3.840823575913237531e-01,-1.175661861224164689e-01,-1.977241676365484035e-01
3.467033738639688223e-01,1.078066111312052433e+00,-3.420526955539067160e-01
-4.307240417771742574e-02,7.766185796418271226e-01,-5.772127276732297307e-02
-2.633224198766393465e-01,4.478705412256573926e-01,1.195113218109674497e-01
1.555512699674057586e-01,4.940597956342064334e-01,-3.278987833693889908e-01
-4.614305826657628118e-01,-5.370355494113407957e-01,-2.404978269011381897e-01
2.457905836837382674e-01,6.843890878574184766e-01,2.106398116617733407e-01
5.796674034053612701e-01,3.047788988075219585e-01,2.860062311258980139e-01
1.189484274226648292e-01,1.956293633901620699e-01,8.235883894579008047e-01
-3.711700397733861956e-01,-2.992988551454761059e-01,2.145236890623637704e-01
7.119878096596590211e-01,-2.327027367743769171e-01,6.538990351460388650e-01
-4.367165540369015719e-01,-1.131579850709509560e-01,-6.581857134743765991e-01
-5.302892472809332958e-01,-4.457810388476594055e-01,-4.676553588271650796e-01
-4.928518747392602872e-01,-3.441117707091225220e-01,-5.402808814272574978e-01
-5.521319748138991956e-01,-4.930847116507625083e-01,-4.312713938562559024e-01
-3.847340494104211639e-01,1.159714860466703884e-01,-5.773466684252942516e-02
1.982712572408967255e-01,1.062914418897892149e-01,8.747746823018163198e-01
-3.875828004140820515e-01,2.345818947341505034e-01,-4.918436916499087375e-02
2.359034634141791986e-01,6.607104289868005464e-01,8.377097360760166200e-01
-3.093001438684996884e-01,-2.152492817301908112e-01,3.279385856834312607e-01
6.433219600924230397e-01,-3.982610000450292342e-01,-3.052339850516512798e-01
-3.455751874532194540e-02,1.602057104423625367e-01,5.346167586821575224e-01
2.894636232193629199e-01,7.077880992404115279e-01,4.811378083187019539e-01
-9.502889992573368416e-02,1.441473543493121123e-01,-3.486538379989903014e-01
2.404546223504323149e-02,1.489946412296893896e-01,1.000649637125038405e+00
-4.665555986666299337e-01,-2.464431250432434217e-01,-3.898490770576364395e-01
-1.180950329042918245e-01,1.055285058098136830e-01,9.772214822053171268e-01
1.103607441801469219e-02,4.195765682598118218e-01,5.106418900945560724e-01
-4.487164930461305379e-01,-2.278621002063608292e-01,-3.803662136760421753e-01
-4.710156818690698355e-01,-3.813052186996451209e-01,-8.920582654055689842e-01
-4.088480858876279433e-01,-1.424095245248204744e-01,-5.030660722183926126e-01
-3.582750799678683373e-01,-1.185978903575227172e-01,-6.140276415913206165e-01
-3.785365248191475684e-01,9.471218212168803358e-03,-2.253306149801369840e-01
-4.802915537714862459e-01,-3.529210738346607035e-01,-1.696291948454994036e-01
