File,Angle,Length, Depth,Layer
data_01,34.2447,5.20802,-156.909,L2
data_01,-66.0032,3.54324,-232.706,L2
data_01,46.7656,67.0851,-189.398,L2
data_01,83.4217,4.40572,-240.669,L2
data_01,-83.3273,7.61229,-252.491,L2
data_01,83.1055,52.2163,-179.505,L2
data_01,79.2671,35.873,-159.464,L2
data_01,-81.0694,19.6356,-213.084,L2
data_01,-35.0515,37.4614,-206.812,L2
data_01,-26.2882,23.6493,-198.286,L2
data_01,84.433,5.08724,-181.297,L2
data_01,66.9654,1.50656,-185.142,L2
data_01,-73.0359,3.7505,-195.973,L2
data_01,-84.1288,4.01515,-229.817,L2
data_01,59.8777,1.86715,-224.457,L2
data_01,-72.2302,14.824,-196.605,L2
data_01,85.7146,4.21077,-229.844,L2
data_01,25.8767,2.15462,-226.208,L2
data_01,61.2285,1.71534,-225.496,L2
data_01,-34.6525,15.5167,-181.557,L2
data_01,-85.6447,10.5734,-176.439,L2
data_01,78.1225,2.51718,-163.549,L2
data_01,-14.707,1.2369,-170.995,L2
data_01,-62.3693,17.115,-225.503,L2
data_01,-62.0804,6.53935,-219.492,L2
data_01,-87.0782,6.22759,-220.527,L2
data_01,-75.6368,5.5625,-200.497,L2
data_01,-75.7242,3.3763,-213.027,L2
data_01,20.3176,2.6045,-209.292,L2
data_01,79.0335,30.0936,-158.644,L2
data_01,-38.1314,12.7673,-192.629,L2
data_01,73.571,5.51868,-165.539,L2
data_01,-2.66408,9.84497,-123.886,L1
data_01,-25.3044,4.75097,-175.404,L2
data_01,-75.1304,4.31339,-185.365,L2
data_01,-86.2041,9.79925,-191.139,L2
data_01,48.7307,31.7337,-158.926,L2
data_01,70.9136,10.1254,-115.085,L1
data_01,-51.195,27.8217,-197.704,L2
data_01,88.0277,15.772,-175.235,L2
data_01,-77.9479,26.8186,-219.981,L2
data_01,-82.1993,4.39886,-198.687,L2
data_01,-82.8478,8.13254,-197.284,L2
data_01,86.9581,30.4297,-158.946,L2
data_01,23.1573,1.01532,-174.892,L2
data_01,-46.8404,22.5773,-197.11,L2
data_01,78.3357,6.9747,-191.042,L2
data_01,-72.4174,9.99551,-212.859,L2
data_01,-52.4105,9.48158,-214.68,L2
data_01,-88.1542,30.4379,-238.695,L2
data_01,-57.6956,38.1712,-224.768,L2
data_01,-85.7379,13.5518,-190.96,L2
data_01,80.4148,37.5002,-126.712,L1
data_01,-40.4252,8.22383,-195.33,L2
data_01,-81.3223,5.04243,-196.192,L2
data_01,-72.9634,1.95298,-200.416,L2
data_01,-63.228,14.7166,-210.059,L2
data_01,40.6414,9.57741,-193.356,L2
data_01,-20.8247,1.26981,-197.648,L2
data_01,-80.2778,17.3907,-204.924,L2
data_01,-79.4479,26.8906,-215.833,L2
data_01,-79.6953,28.7128,-202.983,L2
data_01,-83.3808,5.80136,-191.034,L2
data_01,-81.7693,25.6023,-223.118,L2
data_01,76.2126,28.0753,-157.077,L2
data_01,76.9442,6.36525,-176.857,L2
data_01,-80.3326,1.81482,-184.541,L2
data_01,-61.2046,19.3773,-204.701,L2
data_01,-67.0524,3.39533,-198.899,L2
data_01,-19.9042,1.06841,-196.21,L2
data_01,75.734,8.32769,-182.67,L2
data_01,-26.5212,11.8823,-195.433,L2
data_01,-85.4954,5.1325,-196.644,L2
data_01,66.4234,6.56441,-178.709,L2
data_01,-72.9525,3.82272,-212.598,L2
data_01,-75.4838,4.06321,-206.664,L2
data_01,4.33117,1.50159,-186.027,L2
data_01,83.358,5.24085,-209.51,L2
data_01,81.1304,2.37218,-212.376,L2
data_01,-23.842,13.3047,-209.368,L2
data_01,-65.9541,6.51711,-211.253,L2
data_01,-84.3257,14.9393,-208.652,L2
data_01,77.6819,12.3848,-178.75,L2
data_01,-77.4352,6.38712,-207.636,L2
data_01,-71.7866,17.0049,-257.776,L2
data_01,-86.4678,21.6625,-264.805,L3
data_01,69.8326,6.25736,-213.05,L2
data_01,-25.0515,1.01129,-218.797,L2
data_01,-67.1373,8.44228,-234.545,L2
data_01,-50.3176,1.97907,-228.618,L2
data_01,-47.1301,1.73301,-207.253,L2
data_01,-58.4053,21.0451,-192.037,L2
data_01,-83.256,7.99762,-202.128,L2
data_01,78.2422,16.118,-159.814,L2
data_01,-60.1497,4.90691,-178.402,L2
data_01,12.6257,10.7313,-244.644,L2
data_01,-33.8602,1.39425,-246.875,L2
data_01,9.55484,1.29064,-246.178,L2
data_01,-62.3647,11.1745,-223.928,L2
data_01,-53.453,15.925,-214.797,L2
data_01,-86.6465,6.02126,-210.023,L2
data_01,64.416,1.33858,-203.02,L2
data_01,52.6887,7.08203,-185.334,L2
data_01,-70.936,10.9122,-185.715,L2
data_01,82.6422,2.2887,-174.165,L2
data_01,74.8508,50.8497,-137.721,L2
data_01,-66.2348,5.08345,-194.784,L2
data_01,12.9668,1.28842,-190.308,L2
data_01,85.5255,10.1046,-178.858,L2
data_01,-45.8068,19.2053,-175.894,L2
data_01,81.462,11.2056,-176.096,L2
data_01,-81.9302,34.1525,-220.364,L2
data_01,-59.8363,7.44593,-195.106,L2
data_01,72.7607,10.1878,-165.185,L2
data_01,-31.12,45.4515,-195.971,L2
data_01,71.2038,7.83891,-171.52,L2
data_01,80.7327,3.98656,-169.725,L2
data_01,-23.5534,7.98072,-171.902,L2
data_01,68.1939,1.92964,-168.03,L2
data_01,72.5906,9.62268,-175.567,L2
data_01,53.9915,3.6218,-187.876,L2
data_01,-84.4336,4.31115,-199.448,L2
data_01,75.9097,2.98204,-192.435,L2
data_01,-74.0254,6.75034,-190.52,L2
data_01,57.7905,1.61703,-176.803,L2
data_01,-75.7167,36.3664,-224.904,L2
data_01,-87.0604,9.2901,-200.029,L2
data_01,56.6258,22.6164,-179.06,L2
data_01,-81.0682,9.55713,-202.478,L2
data_01,49.6993,7.63224,-187.124,L2
data_01,-81.3599,20.2447,-210.593,L2
data_01,63.5653,24.2106,-150.355,L2
data_01,78.4855,17.9643,-151.757,L2
data_01,69.6062,10.5266,-169.24,L2
data_01,-70.5363,21.1513,-196.757,L2
data_01,1.48838,19.4151,-203.691,L2
data_01,81.8314,29.8734,-176.226,L2
data_01,-85.9782,12.0295,-234.464,L2
data_01,-86.7878,1.41853,-223.964,L2
data_01,41.7822,32.4468,-183.915,L2
data_01,-53.0766,9.39699,-206.261,L2
data_01,85.8726,4.09169,-160.809,L2
data_01,87.2227,2.79702,-165.069,L2
data_01,-80.8073,8.05467,-175.689,L2
data_01,82.1462,14.4738,-157.151,L2
data_01,-81.5632,2.25786,-173.506,L2
data_01,76.4184,1.56608,-163.429,L2
data_01,-67.9682,2.47924,-169.944,L2
data_01,-57.2041,1.15252,-178.292,L2
data_01,-67.5003,2.24782,-191.61,L2
data_01,-77.0346,15.7708,-204.152,L2
data_01,23.9729,13.2192,-197.218,L2
data_01,-47.0812,5.26582,-203.537,L2
data_01,82.3793,6.62311,-172.731,L2
data_01,-40.6843,3.36384,-180.966,L2
data_01,-85.0432,9.6265,-188.763,L2
data_01,-29.2163,1.08132,-199.856,L2
data_01,67.8024,11.8936,-161.289,L2
data_01,-84.9325,14.0696,-185.464,L2
data_01,-84.3168,29.9243,-197.153,L2
data_01,-64.6449,15.3739,-180.378,L2
data_01,29.7447,12.8075,-162.39,L2
data_01,76.5569,8.80075,-158.326,L2
data_01,52.2637,16.7639,-201.522,L2
data_01,-69.216,11.2136,-221.995,L2
data_01,-31.5902,17.8616,-168.964,L2
data_01,-73.6252,11.505,-173.211,L2
data_01,-84.7201,30.6271,-187.29,L2
data_01,-82.6833,8.35461,-165.26,L2
data_01,68.5914,2.00225,-188.688,L2
data_01,44.6498,1.41615,-189.522,L2
data_01,-78.75,1.01466,-194.457,L2
data_01,50.7841,8.84419,-174.725,L2
data_01,-74.1689,1.87341,-182.173,L2
data_01,-32.8415,2.32935,-188.895,L2
data_01,11.1816,1.15228,-195.342,L2
data_01,80.8964,35.6674,-149.217,L2
data_01,85.3303,11.3507,-187.29,L2
data_01,-61.8662,12.1847,-207.416,L2
data_01,63.5437,2.3685,-176.042,L2
data_01,-55.2921,8.71977,-182.469,L2
data_01,79.6449,10.3066,-167.223,L2
data_01,36.0248,8.61824,-154.778,L2
data_01,-74.3779,7.29414,-165.437,L2
data_01,-40.1746,1.49464,-153.196,L2
data_01,-80.0691,12.3022,-131.341,L1
data_01,-83.7345,18.2653,-154.454,L2
data_01,74.8648,5.41666,-131.483,L1
data_01,-67.8154,5.95783,-212.495,L2
data_01,-19.496,2.81509,-208.051,L2
data_01,18.3312,1.88949,-188.621,L2
data_01,-80.7272,8.34904,-187.692,L2
data_01,-86.3596,10.782,-206.536,L2
data_01,84.4261,1.80427,-194.041,L2
data_01,-72.239,14.9836,-203.159,L2
data_01,62.4526,3.29455,-178.985,L2
data_01,-86.8689,7.00174,-188.333,L2
data_01,61.7668,8.76696,-152.291,L2
data_01,-82.1587,3.48487,-162.674,L2
data_01,-24.42,2.72812,-222.694,L2
data_01,-69.5797,2.33941,-224.079,L2
data_01,-46.4876,1.75033,-193.945,L2
data_01,85.4196,4.59024,-173.601,L2
data_01,-41.3817,1.50793,-178.959,L2
data_01,72.3302,31.4831,-158.124,L2
data_01,45.7263,3.57411,-190.78,L2
data_01,-70.1136,19.3592,-211.921,L2
data_01,2.97671,10.661,-191.476,L2
data_01,-65.3764,1.67917,-193.127,L2
data_01,-38.5344,1.05747,-189.5,L2
data_01,59.6262,26.8587,-144.579,L2
data_01,-80.8571,6.17889,-188.133,L2
data_01,-5.53875,1.03385,-182.203,L2
data_01,74.9979,15.7233,-150.092,L2
data_01,80.9565,6.2019,-158.687,L2
data_01,-77.5291,2.81036,-180.736,L2
data_01,-71.3246,40.7485,-213.098,L2
data_01,-73.5135,19.0868,-196.238,L2
data_01,-53.501,4.76775,-183.475,L2
data_01,-12.7603,5.15323,-181.147,L2
data_01,-23.3065,1.79045,-187.222,L2
data_01,-69.933,12.439,-211.507,L2
data_01,-72.4214,13.1468,-212.606,L2
data_01,62.2097,15.727,-200.264,L2
data_01,-77.1875,6.12245,-217.975,L2
data_01,-41.0387,6.14558,-215.456,L2
data_01,81.7845,18.6475,-150.058,L2
data_01,-75.2372,25.5442,-211.686,L2
data_01,83.1135,3.6966,-184.654,L2
data_01,64.9783,22.6638,-171.648,L2
data_01,-78.6616,13.8555,-202.482,L2
data_01,-58.1004,4.67643,-191.909,L2
data_01,53.3496,1.30093,-169.176,L2
data_01,87.5988,6.31615,-159.922,L2
data_01,84.2649,8.34051,-157.991,L2
data_01,-67.8455,3.39797,-177.615,L2
data_01,-61.3612,13.8678,-195.701,L2
data_01,-79.8535,16.8188,-202.088,L2
data_01,86.7506,10.2573,-173.31,L2
data_01,-2.92158,2.26355,-190.183,L2
data_01,-81.7447,6.46109,-196.405,L2
data_01,81.9487,10.2307,-174.882,L2
data_01,-62.4147,11.5829,-194.76,L2
data_01,-77.1786,13.0132,-197.749,L2
data_01,-16.5419,31.7263,-216.47,L2
data_01,-81.8103,3.5534,-228.65,L2
data_01,85.4729,9.39077,-215.873,L2
data_01,78.1567,31.3808,-188.838,L2
data_01,61.311,4.9633,-180.675,L2
data_01,74.7456,1.19626,-183.226,L2
data_01,69.4842,12.796,-191.181,L2
data_01,-74.4959,12.0363,-213.312,L2
data_01,-78.4484,14.6472,-208.758,L2
data_01,83.2192,10.1414,-177.763,L2
data_01,79.9966,9.91268,-169.371,L2
data_01,-53.6537,14.3436,-187.994,L2
data_01,-52.3885,26.5822,-194.835,L2
data_01,-32.5004,11.5239,-181.987,L2
data_01,-76.2337,1.3197,-184.694,L2
data_01,78.4576,5.62133,-184.226,L2
data_01,-48.4261,10.4561,-205.768,L2
data_01,-79.1487,3.5785,-202.926,L2
data_01,-84.1353,22.7731,-214.454,L2
data_01,86.6445,5.76668,-186.191,L2
data_01,56.5688,1.71325,-184.934,L2
data_01,65.2145,34.6208,-135.216,L2
data_01,73.5344,4.56742,-168.719,L2
data_01,20.1028,1.21185,-172.599,L2
data_01,-78.2569,17.0669,-208.115,L2
data_01,4.18546,6.89377,-189.419,L2
data_01,26.7531,3.04402,-188.849,L2
data_01,-64.5989,18.042,-209.323,L2
data_01,77.9183,2.57911,-182.398,L2
data_01,-80.6805,5.66718,-193.053,L2
data_01,41.1894,5.02091,-184.929,L2
data_01,86.6236,9.95955,-154.149,L2
data_01,-58.6252,1.96129,-165.553,L2
data_01,82.0613,5.97427,-175.732,L2
data_01,75.5636,11.2179,-186.299,L2
data_01,-82.3619,48.7664,-244.644,L2
data_01,39.0437,3.72246,-184.975,L2
data_01,71.439,14.3998,-174.87,L2
data_01,-84.8593,14.7462,-177.707,L2
data_01,71.7245,2.84967,-154.202,L2
data_01,-87.2817,3.24454,-159.971,L2
data_01,73.8752,2.30105,-158.917,L2
data_01,-28.0291,1.07089,-162.697,L2
data_01,65.3169,1.29264,-171.015,L2
data_01,-21.2893,74.3902,-247.877,L2
data_01,77.3445,16.6221,-214.338,L2
data_01,1.1437,2.06943,-275.006,L3
data_01,-50.1199,22.3061,-299.141,L3
data_01,-72.1745,6.7729,-290.877,L3
data_01,-51.7641,2.31783,-250.62,L2
data_01,41.264,8.48284,-195.587,L2
data_01,-83.2379,3.73881,-203.841,L2
data_01,68.7776,2.94102,-197.593,L2
data_01,-60.9996,5.37018,-227.103,L2
data_01,-51.8712,2.54574,-224.493,L2
data_01,81.9931,3.19919,-198.743,L2
data_01,-59.1013,7.88935,-204.035,L2
data_01,-78.4191,4.40948,-202.33,L2
data_01,-13.2252,5.26923,-189.386,L2
data_01,-85.7383,9.7284,-233.891,L2
data_01,43.7236,1.16249,-223.699,L2
data_01,-55.638,15.1489,-237.95,L2
data_01,-66.04,26.4582,-248.794,L2
data_01,81.8914,14.2621,-169.542,L2
data_01,-84.493,27.2789,-235.062,L2
data_01,-52.5712,3.58138,-210.394,L2
data_01,-70.8806,10.9314,-190.008,L2
data_01,-83.5761,16.2189,-180.087,L2
data_01,61.7585,2.13957,-162.389,L2
data_01,39.752,60.1171,-138.191,L2
data_01,85.3012,16.1604,-162.792,L2
data_01,-80.0701,18.5188,-215.165,L2
data_01,26.4543,3.70742,-224.592,L2
data_01,-59.0274,5.92383,-230.154,L2
data_01,-44.7193,27.1665,-220.197,L2
data_01,-72.5541,13.0015,-236.976,L2
data_01,-83.8643,24.3042,-249.572,L2
data_01,82.4507,56.9347,-149.468,L2
data_01,-73.546,5.89371,-214.529,L2
data_01,88.4202,8.99183,-200.264,L2
data_01,73.9892,32.6107,-177.044,L2
data_01,-49.643,5.18283,-209.583,L2
data_01,80.4521,8.43987,-162.4,L2
data_01,70.9918,2.39228,-185.261,L2
data_01,42.3733,8.39974,-194.169,L2
data_01,-45.3718,1.90437,-214.653,L2
data_01,79.3067,1.30601,-212.295,L2
data_01,88.7088,11.1065,-178.405,L2
data_01,-7.21689,9.66115,-183.05,L2
data_01,-82.6502,14.5073,-217.928,L2
data_01,69.5604,2.13902,-201.931,L2
data_01,18.7512,12.8869,-197.673,L2
data_01,-78.7827,23.1695,-223.868,L2
data_01,37.7639,1.15742,-201.603,L2
data_01,84.3817,2.76293,-194.494,L2
data_01,-54.9948,6.20437,-192.1,L2
data_01,9.60081,2.91496,-176.237,L2
data_01,41.989,27.5088,-162.032,L2
data_01,-78.7337,11.2633,-176.726,L2
data_01,73.337,2.53102,-170.464,L2
data_01,-2.41332,12.0861,-173.745,L2
data_01,1.2771,1.00721,-173.396,L2
data_01,-79.8439,53.0366,-248.608,L2
data_01,-58.6768,25.0772,-242.655,L2
data_01,73.6213,2.7857,-221.194,L2
data_01,-42.9762,12.3937,-231.792,L2
data_01,-39.9893,6.14603,-228.025,L2
data_01,-85.1834,1.45019,-219.254,L2
data_01,72.6596,13.6372,-178.758,L2
data_01,-77.9438,9.11283,-199.77,L2
data_01,-63.6469,1.86123,-198.334,L2
data_01,-7.85617,1.00396,-168.214,L2
data_01,83.5333,1.24169,-160.339,L2
data_01,85.1209,34.7794,-138.072,L2
data_01,25.2223,21.1488,-165.213,L2
data_01,-41.0907,2.67196,-173.009,L2
data_01,62.083,8.36438,-158.402,L2
data_01,55.9218,7.81194,-171.686,L2
data_01,85.7709,3.34044,-173.614,L2
data_01,74.5412,13.8521,-183.942,L2
data_01,-67.6032,15.0086,-227.645,L2
data_01,-68.931,2.7297,-224.313,L2
data_01,-51.5872,2.4022,-223.378,L2
data_01,12.7067,21.6614,-212.324,L2
data_01,57.8236,3.24836,-198.483,L2
data_01,70.8214,8.09939,-193.108,L2
data_01,-39.8631,7.67318,-204.034,L2
data_01,-85.4536,2.89619,-211.836,L2
data_01,74.5106,6.89963,-202.617,L2
data_01,-54.0534,15.536,-232.184,L2
data_01,85.9649,7.0802,-221.245,L2
data_01,66.2609,13.2731,-217.086,L2
data_01,2.30348,30.552,-246.519,L2
data_01,-89.2967,13.8231,-261.203,L3
data_01,-20.3285,8.34529,-191.24,L2
data_01,77.5456,8.93325,-186.983,L2
data_01,81.5384,3.28529,-192.058,L2
data_01,66.2344,30.7945,-200.367,L2
data_01,-72.1726,21.0095,-261.107,L3
data_01,0.719194,3.82188,-220.495,L2
data_01,-70.8868,2.38392,-217.876,L2
data_01,-25.045,1.37229,-216.168,L2
data_01,72.7545,1.97137,-200.817,L2
data_01,9.03182,9.99252,-201.494,L2
data_01,81.9702,23.1083,-206.193,L2
data_01,-78.6402,4.35705,-198.95,L2
data_01,19.4932,31.7663,-183.601,L2
data_01,-6.01194,1.92073,-184.108,L2
data_01,-11.5336,5.57781,-184.54,L2
data_01,83.0722,3.46072,-175.641,L2
data_01,50.258,4.11083,-179.81,L2
data_01,-67.1843,3.58409,-185.471,L2
data_01,68.2358,7.17376,-165.782,L2
data_01,24.0004,8.08923,-160.424,L2
data_01,53.9493,2.05653,-153.309,L2
data_01,-9.59081,0.943621,-154.814,L2
data_01,-85.023,1.20908,-210.093,L2
data_01,80.6205,11.9792,-195.051,L2
data_01,-83.3447,30.5884,-236.488,L2
data_01,-74.1818,4.92848,-190.103,L2
data_01,-77.545,34.8848,-217.928,L2
data_01,81.9782,5.34431,-180.565,L2
data_01,52.2658,4.72431,-172.547,L2
data_01,79.9256,8.28304,-157.329,L2
data_01,46.7813,7.95569,-178.496,L2
data_01,51.0847,1.55669,-181.848,L2
data_01,-71.1039,9.07592,-175.09,L2
data_01,76.9236,8.8417,-198.714,L2
data_01,-87.0682,2.23218,-209.07,L2
data_01,-63.8455,38.5287,-205.582,L2
data_01,86.6653,7.45857,-165.381,L2
data_01,64.8828,6.92272,-170.578,L2
data_01,-79.6854,5.20031,-181.289,L2
data_01,-34.7368,1.1691,-176.682,L2
data_01,-56.3649,29.9019,-209.226,L2
data_01,-84.3142,33.655,-230.156,L2
data_01,-84.2195,11.2225,-207.939,L2
data_01,62.9411,1.34552,-181.691,L2
data_01,-87.0789,23.6124,-218.227,L2
data_01,74.5752,9.06275,-186.365,L2
data_01,-78.1275,2.51689,-196.727,L2
data_01,-58.7611,8.52325,-209.654,L2
data_01,74.2182,3.94677,-199.79,L2
data_01,-84.064,2.75947,-181.123,L2
data_01,81.658,14.1019,-164.837,L2
data_01,72.091,3.07433,-187.389,L2
data_01,-87.2103,7.45875,-204.822,L2
data_01,-25.5339,3.37051,-173.897,L2
data_01,60.2905,2.66346,-152.052,L2
data_01,40.6841,1.33459,-153.336,L2
data_01,36.9187,5.96252,-155.876,L2
data_01,51.0597,7.29623,-233.518,L2
data_01,-62.6263,11.8458,-243.021,L2
data_01,-53.7144,9.22751,-238.767,L2
data_01,86.9243,11.939,-224.259,L2
data_01,-72.9461,42.5219,-262.38,L3
data_01,84.2093,11.025,-213.475,L2
data_01,70.9354,6.69612,-203.022,L2
data_01,-76.2761,7.08924,-213.087,L2
data_01,-45.6721,7.95551,-204.839,L2
data_01,-67.4859,8.1907,-218.829,L2
data_01,5.08205,20.6516,-222.425,L2
data_01,48.298,4.1999,-221.219,L2
data_01,73.1873,3.9998,-174.279,L2
data_01,-81.9108,10.5167,-237.528,L2
data_01,2.37904,1.16108,-227.218,L2
data_01,78.2199,26.0813,-183.085,L2
data_01,-11.9658,26.7812,-212.087,L2
data_01,74.2018,13.1812,-182.251,L2
data_01,-78.2329,2.74144,-197.069,L2
data_01,-89.3397,9.86272,-201.175,L2
data_01,-81.2109,11.5771,-205.459,L2
data_01,71.048,4.92407,-169.075,L2
data_01,85.9486,2.95119,-170.345,L2
data_01,76.6777,8.46167,-183.004,L2
data_01,-80.581,15.4175,-209.742,L2
data_01,-81.5547,5.34898,-200.151,L2
data_01,-70.3804,6.68657,-198.262,L2
data_01,-79.3707,5.40053,-193.023,L2
data_01,79.6982,7.33354,-180.85,L2
data_01,-85.6085,1.49783,-193.781,L2
data_01,48.776,19.172,-170.555,L2
data_01,-78.0981,6.08508,-179.055,L2
data_01,-56.2562,15.8875,-184.068,L2
data_01,-71.8256,43.336,-172.948,L2
data_01,80.6371,5.22391,-176.675,L2
data_01,-80.5838,16.2731,-197.395,L2
data_01,-56.0973,15.3081,-180.682,L2
data_01,-12.6813,4.87627,-170.361,L2
data_01,75.1758,21.7867,-163.63,L2
data_01,76.4331,9.28715,-151.842,L2
data_01,62.5065,1.93527,-159.034,L2
data_01,78.0937,45.4839,-166.216,L2
data_01,81.8485,3.82421,-191.61,L2
data_01,-86.2762,4.96445,-200.281,L2
data_01,79.8444,1.15895,-212.971,L2
data_01,-61.1311,3.80589,-216.7,L2
data_01,-79.1897,11.019,-223.335,L2
data_01,32.834,18.676,-220.894,L2
data_01,84.5505,6.04305,-222.168,L2
data_01,83.3068,12.9608,-196.566,L2
data_01,-43.9734,32.458,-213.475,L2
data_01,71.5519,17.722,-175.079,L2
data_01,6.93864,1.04446,-184.959,L2
data_01,-62.7018,11.5926,-121.997,L1
data_01,63.1807,29.1778,-166.486,L2
data_01,23.2184,10.1437,-200.206,L2
data_01,-24.7577,1.06996,-202.833,L2
data_01,68.5844,25.042,-173.434,L2
data_01,41.9377,0.761733,-182.098,L2
data_01,86.2299,84.2531,-98.6767,L1
data_01,24.5538,1.38453,-196.451,L2
data_01,-64.0807,41.3598,-227.539,L2
data_01,72.8037,48.4983,-181.853,L2
data_01,-10.1309,14.1476,-227.633,L2
data_01,81.809,11.0187,-180.197,L2
data_01,83.3085,7.89827,-183.216,L2
data_01,87.0946,12.677,-195.077,L2
data_01,75.3455,12.1796,-211.464,L2
data_01,-49.9675,6.80572,-189.816,L2
data_01,-81.9963,17.3976,-202.92,L2
data_01,-66.9529,19.8882,-192.709,L2
data_01,-79.1704,9.64668,-183.894,L2
data_01,-65.7801,1.99575,-176.291,L2
data_01,-43.4084,2.49699,-148.32,L2
data_01,77.8971,1.63951,-145.539,L2
data_01,-51.5823,29.2591,-159.497,L2
data_01,-83.7962,41.0385,-259.031,L2
data_01,-76.1067,4.51697,-229.589,L2
data_01,78.3444,14.4469,-211.726,L2
data_01,67.7366,5.58156,-184.14,L2
data_01,13.9208,10.4869,-183.362,L2
data_01,81.6553,26.3062,-159.617,L2
data_01,83.8121,6.58694,-175.28,L2
data_01,-82.5036,8.65758,-190.295,L2
data_01,71.2013,17.361,-159.709,L2
data_01,79.0258,5.46594,-161.444,L2
data_01,-83.8575,4.43658,-181.189,L2
data_01,54.3633,2.68417,-183.971,L2
data_01,-85.1717,5.74959,-195.935,L2
data_01,83.1483,4.17746,-186.114,L2
data_01,69.4694,10.4503,-203.07,L2
data_01,-77.9409,25.0904,-234.848,L2
data_01,-76.7416,13.8893,-224.561,L2
data_01,-24.6965,0.889491,-172.639,L2
data_01,55.4363,10.7369,-230.869,L2
data_01,-82.9871,2.55658,-241.074,L2
data_01,-83.101,14.2498,-220.269,L2
data_01,83.5128,11.2711,-191.821,L2
data_01,-62.324,8.67512,-225.111,L2
data_01,-87.3582,9.05696,-227.549,L2
data_01,-62.7808,17.1967,-274.686,L3
data_01,70.7897,1.7216,-259.389,L2
data_01,-51.5124,10.0833,-249.844,L2
data_01,28.7125,9.27828,-230.741,L2
data_01,-79.8935,2.62011,-236.287,L2
data_01,88.7001,13.037,-218.429,L2
data_01,-35.2956,4.7338,-209.085,L2
data_01,-76.9255,6.69635,-183.834,L2
data_01,-54.6016,2.55115,-170.63,L2
data_01,71.7546,1.61028,-167.573,L2
data_01,85.8705,13.5137,-197.258,L2
data_01,-80.6711,1.44506,-212.099,L2
data_01,-74.1608,7.91476,-217.451,L2
data_01,35.5834,1.35481,-188.113,L2
data_01,-69.1786,1.19101,-186.743,L2
data_01,-65.0012,10.6459,-187.976,L2
data_01,-25.1921,12.1626,-167.746,L2
data_01,-62.0856,1.29335,-163.795,L2
data_01,41.307,1.09149,-162.38,L2
data_01,42.6527,1.72356,-161.895,L2
data_01,86.5022,5.38073,-193.491,L2
data_01,48.9695,1.21638,-216.479,L2
data_01,-77.8688,1.87783,-218.876,L2
data_01,55.0837,2.22086,-216.015,L2
data_01,-83.7128,9.63049,-227.104,L2
data_01,-70.7324,11.3371,-248.106,L2
data_01,-83.1234,7.62845,-245.484,L2
data_01,-57.091,8.20736,-214.161,L2
data_01,-55.902,1.31608,-188.683,L2
data_01,-78.6461,24.3345,-212.323,L2
data_01,71.1714,3.5231,-185.772,L2
data_01,-76.8722,12.2753,-199.593,L2
data_01,-82.2362,3.55862,-191.906,L2
data_01,-72.9459,32.3646,-214.168,L2
data_01,-27.0251,29.1285,-194.16,L2
data_01,-5.17211,2.89727,-182.336,L2
data_01,-69.5481,1.9105,-181.774,L2
data_01,-89.0371,17.6221,-199.404,L2
data_01,-70.5125,8.96829,-189.42,L2
data_01,-39.2126,2.3958,-177.735,L2
data_01,83.1029,2.97552,-147.979,L2
data_01,82.6037,1.35499,-149.578,L2
data_01,-10.4047,15.2584,-167.626,L2
data_01,78.2412,9.10286,-163.677,L2
data_01,32.2798,20.6668,-162.763,L2
data_01,-64.8117,15.1634,-182.7,L2
data_01,-82.2276,9.78911,-221.052,L2
data_01,-82.0154,4.87884,-232.438,L2
data_01,-80.8864,3.53202,-231.104,L2
data_01,-75.6652,11.0989,-204.412,L2
data_01,67.0951,7.45381,-183.017,L2
data_01,-31.7619,34.8707,-210.097,L2
data_01,86.6979,2.6676,-193.461,L2
data_01,-53.4169,32.3117,-195.367,L2
data_01,-67.9728,3.50533,-160.551,L2
data_01,79.0671,9.54135,-144.037,L2
data_01,80.5854,13.1171,-142.176,L2
data_01,-65.512,2.06601,-156.385,L2
data_01,33.6523,1.1265,-152.774,L2
data_01,-73.0934,12.0732,-153.961,L2
data_01,82.3288,1.51342,-141.427,L2
data_01,-81.2951,5.48875,-205.133,L2
data_01,56.6098,2.88831,-241.237,L2
data_01,-35.2464,1.76572,-244.121,L2
data_01,47.2136,1.5538,-244.574,L2
data_01,76.8997,12.7794,-180.29,L2
data_01,-69.9836,3.60723,-195.14,L2
data_01,-83.0289,36.5423,-209.845,L2
data_01,69.0463,5.26707,-172.001,L2
data_01,-79.2011,72.2676,-246.121,L2
data_01,-67.3776,8.39446,-182.44,L2
data_01,82.2697,23.597,-164.14,L2
data_01,-78.619,3.28772,-197.469,L2
data_01,80.8401,5.30603,-187.236,L2
data_01,82.6037,1.46604,-190.941,L2
data_01,-51.8021,3.65287,-180.914,L2
data_01,-75.0387,9.66027,-203.935,L2
data_01,84.0707,14.0646,-145.926,L2
data_01,-71.6937,3.10698,-162.615,L2
data_01,60.779,16.2394,-177.239,L2
data_01,-79.2629,6.96881,-208.413,L2
data_01,-57.4921,10.2675,-208.705,L2
data_01,86.2339,24.4555,-148.779,L2
data_01,69.4845,18.1445,-158.804,L2
data_01,-79.4284,4.69762,-181.062,L2
data_01,-75.4558,1.98446,-207.181,L2
data_01,50.9327,1.83288,-197.37,L2
data_01,74.1535,4.19048,-194.721,L2
