File,Angle,Length, Depth,Layer
data_09,-54.8636,13.5621,-359.957,L5a
data_09,-44.6561,2.76493,-352.649,L5a
data_09,-58.9815,19.9746,-364.197,L5a
data_09,-57.1997,3.37738,-351.259,L5a
data_09,77.1728,10.7678,-290.687,L3
data_09,-66.9407,6.11287,-305.732,L3
data_09,6.16821,1.55469,-317.462,L3
data_09,-45.6475,15.7404,-342.614,L3
data_09,66.3153,1.60001,-334.991,L3
data_09,-81.4952,1.11319,-332.241,L3
data_09,54.2729,5.18916,-315.029,L3
data_09,77.8415,21.6139,-164.492,L2
data_09,-88.2035,7.90861,-145.695,L2
data_09,-87.0129,8.15472,-143.6,L2
data_09,79.493,4.01367,-131.653,L2
data_09,81.6191,1.28082,-134.77,L2
data_09,-18.7777,4.69925,-137.269,L2
data_09,-77.4406,5.30318,-147.678,L2
data_09,-78.2472,3.49594,-145.905,L2
data_09,-67.8444,23.0334,-158.672,L2
data_09,56.7724,3.72749,-137.135,L2
data_09,-73.4487,6.19735,-145.582,L2
data_09,-55.9514,9.22143,-159.944,L2
data_09,70.349,7.80555,-144.202,L2
data_09,-86.862,2.30999,-153.351,L2
data_09,58.8457,11.8549,-120.777,L1
data_09,-81.2021,13.9213,-143.055,L2
data_09,-49.056,5.74992,-112.872,L1
data_09,73.5343,7.89623,-102.819,L1
data_09,8.84486,3.18625,-109.17,L1
data_09,81.3273,2.63881,-106.924,L1
data_09,-76.2039,19.5381,-144.417,L2
data_09,-63.561,11.1388,-202.397,L2
data_09,-79.649,5.53702,-198.658,L2
data_09,73.0722,10.0909,-150.432,L2
data_09,-76.6888,2.20796,-161.733,L2
data_09,-82.7411,19.1191,-192.746,L2
data_09,-83.2023,6.78651,-180.578,L2
data_09,53.6819,2.0295,-170.984,L2
data_09,56.6316,7.48799,-175.619,L2
data_09,-87.0057,7.84311,-197.449,L2
data_09,84.7112,2.56825,-187.085,L2
data_09,-86.3866,5.90708,-177.637,L2
data_09,61.4631,19.5799,-149.335,L2
data_09,-86.7906,11.6189,-176.328,L2
data_09,82.4235,20.6019,-125.991,L1
data_09,37.105,8.50408,-168.107,L2
data_09,-83.2763,4.04974,-176.087,L2
data_09,65.7724,15.6251,-156.217,L2
data_09,81.5864,8.97223,-134.522,L2
data_09,80.3535,6.41448,-137.077,L2
data_09,87.8197,8.13597,-130.502,L2
data_09,86.9837,15.3051,-125.289,L1
data_09,-78.715,4.09641,-161.793,L2
data_09,-70.827,1.96623,-159.577,L2
data_09,-33.1347,0.85157,-133.759,L2
data_09,-52.3972,15.5321,-154.87,L2
data_09,88.0388,3.65285,-140.803,L2
data_09,78.3291,7.68992,-139.11,L2
data_09,73.1915,6.46087,-109.007,L1
data_09,67.3555,2.58706,-112.687,L1
data_09,-51.3192,1.38914,-150.243,L2
data_09,-81.2143,3.10885,-152.499,L2
data_09,-79.1128,11.7866,-165.087,L2
data_09,-7.5763,13.0506,-140.457,L2
data_09,77.2899,34.1094,-146.075,L2
data_09,-79.1746,6.16176,-184.433,L2
data_09,-43.7361,12.6133,-168.36,L2
data_09,44.6997,1.28198,-152.358,L2
data_09,34.4588,1.613,-143.972,L2
data_09,29.8532,15.7477,-136.965,L2
data_09,-42.3217,18.7662,-153.159,L2
data_09,-72.5503,2.3988,-141.155,L2
data_09,85.4634,10.2383,-124.101,L1
data_09,-73.0566,4.54061,-138.442,L2
data_09,-24.7779,0.833749,-147.442,L2
data_09,-59.3972,12.2418,-170.106,L2
data_09,80.742,9.04117,-152.651,L2
data_09,-79.1194,4.95129,-167.187,L2
data_09,33.9827,9.76938,-136.336,L2
data_09,-84.9084,12.2285,-151.637,L2
data_09,48.7738,5.18786,-143.246,L2
data_09,-83.7426,2.89076,-149.206,L2
data_09,59.2974,2.94726,-138.908,L2
data_09,-70.4475,30.9813,-168.723,L2
data_09,-16.7971,6.45095,-147.048,L2
data_09,-86.8614,10.2099,-173.884,L2
data_09,-88.9735,10.4903,-187.849,L2
data_09,65.8227,2.07534,-175.618,L2
data_09,-8.6378,5.31909,-147.552,L2
data_09,82.5028,24.957,-112.313,L1
data_09,47.9556,3.4455,-134.842,L2
data_09,85.8664,2.31127,-143.967,L2
data_09,62.1796,3.94047,-136.667,L2
data_09,-49.893,8.94245,-144.47,L2
data_09,42.8727,20.525,-139.915,L2
data_09,-81.7236,6.98062,-165.522,L2
data_09,71.5116,2.0355,-156.973,L2
data_09,-83.0844,6.99875,-160.52,L2
data_09,84.5528,6.40245,-119.854,L1
data_09,-67.4047,2.63896,-128.286,L2
data_09,76.1618,10.3168,-135.601,L2
data_09,59.3626,10.0216,-145.738,L2
data_09,-84.8804,4.53159,-157.828,L2
data_09,-78.139,5.49235,-184.048,L2
data_09,86.9633,7.15147,-171.714,L2
data_09,81.6517,22.1173,-175.864,L2
data_09,-73.0517,2.34987,-203.217,L2
data_09,-67.6445,1.62606,-202.37,L2
data_09,-71.2641,10.934,-156.22,L2
data_09,81.1599,9.9346,-125.124,L1
data_09,-80.71,1.43161,-136.207,L2
data_09,-48.4368,5.21957,-141.144,L2
data_09,-85.5541,7.02204,-145.259,L2
data_09,84.0365,4.29095,-134.044,L2
data_09,59.7891,1.68072,-146.386,L2
data_09,-62.5864,6.74903,-153.084,L2
data_09,70.2027,1.16083,-143.056,L2
data_09,-82.851,7.80062,-147.912,L2
data_09,-20.47,18.1173,-138.358,L2
data_09,-88.4067,9.11919,-135.711,L2
data_09,-44.0799,17.1955,-135.228,L2
data_09,-65.8966,19.4636,-141.322,L2
data_09,-66.7543,23.8193,-142.953,L2
data_09,30.34,4.27285,-77.0993,L1
data_09,77.6715,8.45843,-70.2463,L1
data_09,-80.6593,3.17149,-115.078,L1
data_09,-48.8134,31.5453,-141.725,L2
data_09,-56.8609,10.7276,-146.314,L2
data_09,-47.7423,9.72708,-159.136,L2
data_09,-84.6476,7.70076,-161.779,L2
data_09,-80.2694,31.8607,-189.765,L2
data_09,60.2796,19.3485,-144.147,L2
data_09,84.9146,10.0703,-148.782,L2
data_09,-78.2951,13.7999,-177.433,L2
data_09,75.3899,3.09945,-161.399,L2
data_09,-77.1706,3.16033,-165.164,L2
data_09,-8.72376,6.72774,-142.886,L2
data_09,-69.7572,6.19713,-142.323,L2
data_09,71.3982,7.44753,-130.634,L2
data_09,-30.7125,3.44594,-160.554,L2
data_09,75.0875,10.9263,-149.244,L2
data_09,-54.1295,22.191,-174.178,L2
data_09,74.5284,11.4337,-123.142,L1
data_09,-71.1773,8.95271,-141.783,L2
data_09,31.6648,6.31292,-132.334,L2
data_09,15.7752,2.20692,-134.035,L2
data_09,30.6987,14.235,-163.156,L2
data_09,-84.1686,11.6258,-179.957,L2
data_09,-59.0154,3.06739,-164.787,L2
data_09,68.7927,2.57159,-160.537,L2
data_09,74.143,11.134,-143.983,L2
data_09,-81.0542,11.4951,-158.567,L2
data_09,85.9771,10.3849,-137.235,L2
data_09,48.6356,4.96809,-105.036,L1
data_09,55.5992,2.94504,-109.153,L1
data_09,-16.3793,1.90185,-111.623,L1
data_09,-68.299,23.3511,-187.739,L2
data_09,-75.5023,27.8148,-193.249,L2
data_09,-67.8322,7.16389,-182.719,L2
data_09,69.7659,5.66499,-169.169,L2
data_09,-88.0617,1.4417,-175.597,L2
data_09,10.0525,2.33204,-166.524,L2
data_09,-31.1317,4.46338,-153.095,L2
data_09,-70.187,14.8994,-164.349,L2
data_09,51.7886,2.73572,-149.065,L2
data_09,-77.7543,23.9057,-152.373,L2
data_09,58.1828,6.29051,-125.285,L1
data_09,-65.1268,32.7797,-171.09,L2
data_09,-42.1345,11.0982,-133.046,L2
data_09,79.8874,10.0775,-117.617,L1
data_09,40.5323,11.6587,-172.12,L2
data_09,77.9083,0.837743,-177.276,L2
data_09,80.8296,4.65894,-173.59,L2
data_09,79.5189,4.24439,-174.019,L2
data_09,75.8592,14.8229,-175.611,L2
data_09,-84.7329,20.7301,-192.636,L2
data_09,16.9,5.05073,-165.434,L2
data_09,69.9075,7.33968,-132.026,L2
data_09,77.8919,3.09653,-135.681,L2
data_09,60.8019,2.12436,-149.463,L2
data_09,-18.9186,2.31256,-153.93,L2
data_09,-0.143841,3.90838,-162.043,L2
data_09,-60.641,7.97118,-162.423,L2
data_09,37.5048,3.4081,-155.152,L2
data_09,83.5764,12.7137,-156.169,L2
data_09,-82.4481,6.51005,-174.975,L2
data_09,-70.2815,13.568,-188.374,L2
data_09,67.3311,9.5117,-169.303,L2
data_09,76.3138,11.4293,-156.348,L2
data_09,55.9883,24.963,-142.881,L2
data_09,30.2545,4.28549,-159.645,L2
data_09,-81.622,54.6883,-215.251,L2
data_09,-57.8901,4.98864,-165.571,L2
data_09,84.4844,15.653,-191.346,L2
data_09,-39.3701,2.92045,-208.29,L2
data_09,84.2959,35.8213,-169.331,L2
data_09,-66.273,3.19978,-408.626,L5a
data_09,46.0007,9.64401,-400.784,L5a
data_09,64.1125,6.05561,-394.804,L5a
data_09,55.9637,3.58433,-397.592,L5a
data_09,-77.0439,4.43411,-368.113,L5a
data_09,-72.3585,3.76718,-363.8,L5a
data_09,-21.3851,3.5755,-385.748,L5a
data_09,-41.6253,3.30776,-386.576,L5a
data_09,-66.1866,7.71465,-376.046,L5a
data_09,-65.268,24.3437,-369.391,L5a
data_09,-64.5833,7.94297,-355.023,L5a
data_09,-53.9385,1.21453,-349.165,L5a
data_09,4.98995,7.68339,-321.818,L3
data_09,-88.5985,18.7937,-185.107,L2
data_09,77.213,3.12363,-163.44,L2
data_09,79.2093,12.6014,-152.33,L2
data_09,69.9389,19.8316,-131.476,L2
data_09,-75.8212,6.48633,-155.198,L2
data_09,34.545,1.29355,-147.307,L2
data_09,21.9195,3.44614,-138.207,L2
data_09,55.5547,3.91822,-136.755,L2
data_09,-82.8696,30.897,-195.29,L2
data_09,-63.749,26.8153,-168.658,L2
data_09,52.8988,12.6825,-137.83,L2
data_09,20.4061,16.1356,-152.934,L2
data_09,-82.562,4.18681,-161.037,L2
data_09,25.9183,2.92229,-146.967,L2
data_09,86.5129,17.6357,-157.476,L2
data_09,-87.8743,3.40258,-178.386,L2
data_09,-27.0734,1.05825,-171.264,L2
data_09,-75.8947,11.5595,-167.896,L2
data_09,-86.7089,21.1639,-186.977,L2
data_09,-73.3775,3.42419,-169.045,L2
data_09,41.3315,8.34964,-149.221,L2
data_09,68.4802,5.95534,-148.635,L2
data_09,-43.1944,30.062,-171.578,L2
data_09,-78.1716,20.5643,-186.245,L2
data_09,54.3345,8.24218,-145.742,L2
data_09,-70.5984,1.06216,-152.415,L2
data_09,-84.3825,4.22,-176.587,L2
data_09,53.9401,2.56539,-170.766,L2
data_09,17.3519,7.06509,-157.762,L2
data_09,64.8413,14.9299,-118.103,L1
data_09,71.0442,5.68614,-115.033,L1
data_09,75.0267,0.997496,-119.086,L1
data_09,72.7484,3.21021,-121.726,L1
data_09,26.1378,3.70734,-178.518,L2
data_09,-72.7946,1.2617,-180.811,L2
data_09,-36.693,30.1096,-194.905,L2
data_09,84.8395,10.6761,-156.759,L2
data_09,83.3606,3.68786,-163.712,L2
data_09,-79.215,5.0101,-174.985,L2
data_09,-83.7582,3.72218,-173.845,L2
data_09,73.0296,2.05673,-168.375,L2
data_09,-86.6226,5.99981,-175.84,L2
data_09,-49.9957,14.2589,-177.537,L2
data_09,79.6954,3.31147,-165.34,L2
data_09,54.3093,8.32077,-145.904,L2
data_09,66.9929,1.45903,-149.672,L2
data_09,28.1252,3.05403,-149.582,L2
data_09,-82.082,16.8905,-169.397,L2
data_09,72.1909,4.50854,-149.194,L2
data_09,54.8753,25.2784,-141.608,L2
data_09,14.8196,6.97655,-157.901,L2
data_09,69.9613,8.39509,-152.907,L2
data_09,80.6141,29.6116,-135.348,L2
data_09,-63.1126,5.67073,-168.666,L2
data_09,57.5768,2.31109,-174.875,L2
data_09,83.6511,7.96325,-288.384,L3
data_09,-69.9416,3.88866,-299.613,L3
data_09,70.2454,6.35794,-287.782,L3
data_09,39.4894,5.13954,-290.912,L3
data_09,-24.4377,6.28253,-282.92,L3
data_09,-46.6936,18.2652,-286.772,L3
data_09,87.7009,25.2713,-232.833,L2
data_09,-77.7499,10.1087,-248.128,L3
data_09,-78.1439,12.3174,-315.33,L3
data_09,79.0271,2.45453,-295.252,L3
data_09,72.3179,2.92996,-294.879,L3
data_09,-82.8333,17.3116,-288.624,L3
data_09,53.0044,14.9908,-204.589,L2
data_09,77.7722,7.31277,-207.772,L2
data_09,80.3401,11.4383,-254.105,L3
data_09,-77.7023,1.2634,-266.38,L3
data_09,79.3748,6.16375,-238.466,L3
data_09,72.8605,21.1933,-211.696,L2
data_09,-29.0019,3.15154,-231.787,L2
data_09,-72.1017,4.49576,-254.629,L3
data_09,86.9398,9.73323,-223.746,L2
data_09,-84.8483,12.9701,-221.181,L2
data_09,80.5167,11.9127,-197.02,L2
data_09,-79.859,5.6509,-178.986,L2
data_09,39.0361,1.37815,-172.91,L2
data_09,-50.856,6.8538,-158.5,L2
data_09,84.6468,7.28176,-146.934,L2
data_09,-26.5128,2.58833,-145.733,L2
data_09,76.9227,1.49278,-143.535,L2
data_09,53.1636,6.23199,-146.029,L2
data_09,78.0827,3.62324,-146.115,L2
data_09,63.9973,1.75049,-137.347,L2
data_09,70.5005,1.132,-137.815,L2
data_09,-43.3203,8.39287,-154.597,L2
data_09,69.1593,2.09019,-154.978,L2
data_09,58.7601,2.76246,-154.48,L2
data_09,88.2317,1.4116,-154.577,L2
data_09,74.3406,15.847,-140.878,L2
data_09,-78.9504,7.92429,-162.656,L2
data_09,65.7723,1.79966,-155.48,L2
data_09,-39.9407,5.93996,-158.04,L2
data_09,63.7548,2.76672,-153.348,L2
data_09,-53.5489,2.36454,-153.2,L2
data_09,52.3172,1.58647,-144.768,L2
data_09,11.2012,5.22512,-175.701,L2
data_09,-73.9973,4.63398,-180.715,L2
data_09,35.8598,1.221,-158.399,L2
data_09,74.2863,9.75952,-140.024,L2
data_09,37.4987,3.42532,-147.357,L2
data_09,-47.1537,10.3035,-151.121,L2
data_09,-72.8444,4.8628,-150.491,L2
data_09,87.1628,6.49365,-138.098,L2
data_09,78.4972,23.7395,-134.942,L2
data_09,-77.5747,9.53469,-166.817,L2
data_09,78.7141,15.3203,-132.541,L2
data_09,-55.8978,4.54042,-154.816,L2
data_09,-54.8708,6.94144,-158.481,L2
data_09,68.9398,2.76704,-151.714,L2
data_09,74.6764,19.5014,-142.848,L2
data_09,-82.5,5.12789,-173.019,L2
data_09,-78.6574,4.12488,-236.66,L2
data_09,10.6263,3.04285,-232.393,L2
data_09,-37.5363,3.52272,-226.047,L2
data_09,-66.0667,29.7543,-252.215,L3
data_09,67.6105,14.7356,-216.422,L2
data_09,-39.8528,1.09369,-187.416,L2
data_09,-81.4525,9.25006,-185.623,L2
data_09,78.7808,22.879,-159.621,L2
data_09,-68.1516,1.44178,-182.766,L2
data_09,82.4178,14.6419,-170.517,L2
data_09,-69.2029,2.77047,-187.327,L2
data_09,-85.0084,8.4637,-175.026,L2
data_09,-35.2679,10.8373,-187.432,L2
data_09,-67.5225,16.7412,-210.426,L2
data_09,-42.4431,1.06476,-197.636,L2
data_09,28.5551,55.0643,-184.525,L2
data_09,-80.7047,1.44825,-204.411,L2
data_09,-61.3308,45.396,-186.358,L2
data_09,-80.5366,15.4502,-156.995,L2
data_09,81.3367,5.32938,-136.821,L2
data_09,65.0824,8.97516,-143.801,L2
data_09,-49.8241,4.13096,-153.649,L2
data_09,-81.2834,13.3391,-163.994,L2
data_09,24.87,5.21376,-149.242,L2
data_09,75.2861,6.77521,-145.128,L2
data_09,63.1282,7.70731,-147.506,L2
data_09,-72.7956,1.26168,-144.841,L2
data_09,78.1232,1.71382,-142.131,L2
data_09,-49.5759,4.28395,-151.976,L2
data_09,84.8695,2.29112,-152.448,L2
data_09,5.17855,10.5071,-157.738,L2
data_09,-88.1344,2.70201,-163.348,L2
data_09,-75.4668,3.08969,-155.772,L2
data_09,67.3923,5.67351,-139.647,L2
data_09,38.443,29.2898,-135.718,L2
data_09,-86.4841,9.1112,-172.136,L2
data_09,-65.9883,1.25031,-164.02,L2
data_09,51.8985,8.75341,-172.183,L2
data_09,85.6181,12.5307,-165.59,L2
data_09,-84.3859,78.4312,-250.457,L3
data_09,-20.2082,4.18377,-201.643,L2
data_09,-73.6392,6.29373,-206.589,L2
data_09,88.102,3.51454,-178.665,L2
data_09,-83.8381,18.6232,-199.605,L2
data_09,72.1072,9.36618,-146.699,L2
data_09,-75.8005,1.26628,-159.126,L2
data_09,-12.4717,4.40628,-167.402,L2
data_09,-39.8266,26.2216,-159.251,L2
data_09,62.2986,1.53972,-146.271,L2
data_09,67.0528,3.58273,-162.986,L2
data_09,-10.1642,7.58074,-298.055,L3
data_09,-27.0038,19.5344,-320.605,L3
data_09,-58.7094,5.48406,-318.231,L3
data_09,-33.0747,3.15654,-284.7,L3
data_09,71.461,5.05883,-279.141,L3
data_09,29.4849,3.69781,-273.435,L3
data_09,78.8587,5.90446,-269.094,L3
data_09,55.8894,3.07808,-260.735,L3
data_09,-71.083,1.9834,-264.602,L3
data_09,86.933,10.4474,-242.697,L3
data_09,78.1038,8.2603,-218.497,L2
data_09,75.683,4.27969,-222.401,L2
data_09,-73.8514,10.8078,-258.443,L3
data_09,69.004,6.22661,-243.241,L3
data_09,81.0147,8.75836,-237.124,L2
data_09,25.634,15.0783,-241.532,L3
data_09,-9.16913,2.78334,-275.648,L3
data_09,-51.7635,3.03606,-277.374,L3
data_09,-70.5229,8.10037,-276.064,L3
data_09,50.1085,9.92888,-262.992,L3
data_09,-31.6155,2.7382,-281.643,L3
data_09,-33.2114,10.33,-275.797,L3
data_09,76.7502,4.54847,-267.186,L3
data_09,-78.4864,32.5723,-308.498,L3
data_09,-53.694,4.67572,-290.335,L3
data_09,-62.8943,7.26776,-292.649,L3
data_09,-84.5625,4.08318,-153.29,L2
data_09,85.7182,7.78679,-141.506,L2
data_09,86.6025,13.7713,-137.772,L2
data_09,-59.8374,7.61186,-166.601,L2
data_09,-10.793,5.13464,-162.116,L2
data_09,-87.0551,13.6279,-225.423,L2
data_09,-75.9043,1.58741,-213.301,L2
data_09,79.7908,4.32378,-201.645,L2
data_09,-53.4667,19.5988,-187.843,L2
data_09,80.9633,5.66812,-151.889,L2
data_09,-72.3318,37.2023,-189.507,L2
data_09,-23.3638,19.4041,-161.085,L2
data_09,84.0486,5.07518,-141.301,L2
data_09,0.997311,1.46307,-146.298,L2
data_09,27.1286,10.2326,-149.072,L2
data_09,-72.1871,5.24989,-146.961,L2
data_09,-84.4224,3.1912,-145.344,L2
data_09,78.0762,4.10587,-134.864,L2
data_09,-83.8909,16.0782,-159.503,L2
data_09,22.0343,2.78629,-142.942,L2
data_09,57.2419,32.2797,-114.917,L1
data_09,-75.5007,0.94678,-141.037,L2
data_09,-85.25,36.4342,-170.915,L2
data_09,-88.7113,23.7574,-208.369,L2
data_09,-55.4433,6.51438,-189.088,L2
data_09,-72.1459,14.0891,-178.032,L2
data_09,64.7611,15.0411,-155.732,L2
data_09,-79.783,18.5201,-195.079,L2
data_09,-59.1694,3.26019,-179.68,L2
data_09,-24.3279,8.32379,-162.527,L2
data_09,-23.1555,2.46084,-141.826,L2
data_09,-80.9315,6.74166,-147.666,L2
data_09,2.30528,14.3997,-149.338,L2
data_09,-53.5851,3.47495,-145.985,L2
data_09,16.214,2.03979,-143.319,L2
data_09,-76.4471,14.2702,-148.494,L2
data_09,80.5044,10.9443,-136.789,L2
data_09,42.4554,2.23158,-150.139,L2
data_09,72.6592,2.99564,-170.15,L2
data_09,79.7233,2.07066,-170.777,L2
data_09,-56.9929,2.2523,-177.331,L2
data_09,83.3531,7.9743,-161.413,L2
data_09,-73.8088,9.08058,-153.955,L2
data_09,-35.483,15.2508,-166.433,L2
data_09,-50.0074,2.70057,-156.807,L2
data_09,82.2162,5.88475,-141.813,L2
data_09,-31.2848,7.92137,-150.613,L2
data_09,-79.7525,34.6289,-189.517,L2
data_09,17.9035,6.50178,-156.693,L2
data_09,-77.3538,5.39391,-147.394,L2
data_09,-2.7499,1.11799,-141.325,L2
data_09,-75.4431,1.34637,-142.511,L2
data_09,63.7877,4.61005,-131.628,L2
data_09,-75.9004,1.11782,-136.253,L2
data_09,6.49873,6.86901,-153.33,L2
data_09,-87.3494,5.10698,-158.97,L2
data_09,-28.8758,3.46765,-147.334,L2
data_09,-83.3981,4.40455,-150.42,L2
data_09,-69.0032,7.94469,-149.069,L2
data_09,-84.4141,13.6165,-166.852,L2
data_09,82.6976,8.98379,-144.59,L2
data_09,-69.7138,21.8618,-158.959,L2
data_09,-21.5803,1.25649,-140.832,L2
data_09,-52.2913,3.81927,-157.741,L2
data_09,-37.2528,11.2792,-158.338,L2
data_09,-1.62948,2.59711,-150.006,L2
data_09,-77.2005,8.04708,-153.193,L2
data_09,-6.12612,3.61395,-146.175,L2
data_09,43.2048,32.27,-142.436,L2
data_09,-4.53603,11.4537,-150.692,L2
data_09,-8.47259,17.4899,-158.255,L2
data_09,-19.3108,1.795,-154.406,L2
data_09,84.6694,2.31528,-151.8,L2
data_09,-79.8319,8.31034,-166.706,L2
data_09,-80.0794,18.3675,-198.345,L2
data_09,79.2615,4.99656,-176.006,L2
data_09,-84.0515,16.6016,-165.344,L2
data_09,10.6566,40.2137,-145.874,L2
data_09,-86.1284,19.2938,-223.527,L2
data_09,78.3114,16.0693,-188.957,L2
data_09,80.4353,10.512,-183.668,L2
data_09,-81.5328,8.6658,-201.398,L2
data_09,-74.6861,10.052,-174.696,L2
data_09,-69.1642,39.4399,-210.588,L2
data_09,-85.4378,1.36509,-177.987,L2
data_09,-79.0252,21.8556,-205.673,L2
data_09,64.3018,4.96825,-162.572,L2
data_09,67.2685,4.30266,-163.068,L2
data_09,72.5077,9.26382,-143.644,L2
data_09,-68.5453,2.02003,-153.708,L2
data_09,31.9027,14.6061,-161.703,L2
data_09,81.5141,3.27629,-178.442,L2
data_09,73.0791,8.64451,-188.565,L2
data_09,-69.2466,6.61598,-202.179,L2
data_09,81.4627,7.92673,-203.67,L2
data_09,-81.4209,50.6099,-260.113,L3
data_09,-84.7314,25.0565,-199.098,L2
data_09,-84.8506,24.6585,-191.912,L2
data_09,74.6002,15.1282,-212.845,L2
data_09,-72.0288,3.11605,-229.666,L2
data_09,78.3094,22.635,-155.093,L2
data_09,-67.8982,1.78253,-177.871,L2
data_09,73.9992,1.08376,-176.838,L2
data_09,-73.6279,5.05488,-183.023,L2
data_09,83.8371,41.2356,-179.346,L2
data_09,-42.1133,14.6669,-226.505,L2
data_09,43.6325,6.75966,-200.166,L2
data_09,-64.9777,4.02574,-187.714,L2
data_09,77.8637,5.14259,-171.105,L2
data_09,-63.4708,1.55425,-177.155,L2
data_09,76.4849,20.7975,-145.386,L2
data_09,-80.6464,4.85544,-169.75,L2
data_09,-76.6132,33.7076,-202.178,L2
data_09,-85.6676,39.5396,-197.174,L2
data_09,65.746,2.8146,-154.027,L2
data_09,12.5017,26.0786,-151.954,L2
data_09,43.1595,39.0877,-130.575,L2
data_09,-81.7249,18.8529,-170.181,L2
data_09,-65.0213,13.4965,-167.801,L2
data_09,17.7737,6.78872,-155.599,L2
data_09,69.8073,18.1205,-145.272,L2
data_09,-76.5343,6.13781,-191.411,L2
data_09,71.2457,1.7711,-184.093,L2
data_09,-58.3017,8.68986,-185.823,L2
data_09,13.9276,3.0059,-173.51,L2
data_09,87.7971,6.95473,-152.176,L2
data_09,-5.53994,7.00546,-139.514,L2
data_09,84.283,8.94569,-126.025,L1
data_09,-78.9743,6.71045,-141.233,L2
data_09,52.5102,1.96103,-135.916,L2
data_09,65.5615,5.05394,-132.996,L2
data_09,32.3828,17.406,-153.535,L2
data_09,47.5111,12.2838,-157.242,L2
data_09,-80.0894,0.83512,-164.143,L2
data_09,-75.1038,14.9183,-301.874,L3
data_09,-59.2345,2.53983,-290.02,L3
data_09,-79.2127,25.5643,-284.1,L3
data_09,-65.7485,9.07443,-267.261,L3
data_09,14.1709,14.9822,-180.826,L2
data_09,-78.2896,6.44051,-189.441,L2
data_09,74.9244,18.725,-166.262,L2
data_09,-59.2883,18.7077,-193.198,L2
data_09,-0.151634,8.12807,-165.124,L2
data_09,-73.0697,3.65874,-168.316,L2
data_09,87.5977,6.23215,-151.056,L2
data_09,-64.1423,1.01838,-173.701,L2
data_09,-33.9178,1.52076,-173.601,L2
data_09,15.4538,0.883595,-158.708,L2
data_09,6.48428,2.00158,-121.332,L1
data_09,-21.3865,28.2509,-129.771,L2
data_09,61.1282,8.18968,-116.314,L1
data_09,19.1211,4.75866,-124.328,L1
data_09,-22.8024,10.8995,-96.9292,L1
data_09,-31.3626,2.22566,-94.6631,L1
data_09,-78.8248,8.00453,-117.202,L1
data_09,-84.7843,4.57277,-114.154,L1
data_09,56.7977,2.24769,-100.294,L1
data_09,29.4492,12.0721,-97.4407,L1
data_09,18.4187,3.35708,-95.2325,L1
data_09,-21.6998,2.77899,-96.6681,L1
data_09,31.1292,10.627,-93.5353,L1
data_09,45.41,4.63584,-155.686,L2
data_09,-71.1336,9.06698,-166.25,L2
data_09,59.7921,10.9659,-147.944,L2
data_09,44.3019,16.3844,-177.326,L2
data_09,81.9026,51.3922,-135.017,L2
data_09,-36.7867,4.57151,-186.982,L2
data_09,81.306,25.7389,-156.027,L2
data_09,84.89,14.7818,-164.392,L2
data_09,-84.9061,24.3182,-198.245,L2
data_09,-8.6692,23.2252,-169.628,L2
data_09,-15.2979,30.3607,-155.921,L2
data_09,79.4185,17.8737,-133.291,L2
data_09,-67.2796,1.96575,-161.142,L2
data_09,-64.8816,8.54582,-168.532,L2
data_09,-39.6003,6.50385,-174.112,L2
data_09,-62.1511,5.58838,-175.286,L2
data_09,-85.5905,5.66688,-176.194,L2
data_09,49.3687,1.30042,-169.823,L2
data_09,-27.4558,2.30837,-159.94,L2
data_09,-10.8658,21.0233,-143.885,L2
data_09,21.7044,3.01924,-199.333,L2
data_09,-57.9901,1.71997,-201.257,L2
data_09,-68.4963,12.7827,-197.414,L2
data_09,-39.7131,9.03097,-170.294,L2
data_09,-27.0804,6.59085,-177.229,L2
data_09,-66.1892,5.71024,-179.61,L2
data_09,67.3471,1.62782,-163.284,L2
data_09,56.9347,5.03577,-149.542,L2
data_09,-57.3381,1.35915,-154.153,L2
data_09,-9.33906,2.35476,-153.553,L2
data_09,-17.9121,5.30787,-168.826,L2
data_09,-80.5429,25.5457,-190.499,L2
data_09,-81.6416,22.1574,-187.297,L2
data_09,-81.6929,15.2579,-178.603,L2
data_09,41.5384,44.0738,-98.9436,L1
data_09,-75.3051,13.2616,-112.148,L1
data_09,-57.3659,13.2588,-214.671,L2
data_09,4.31009,9.04545,-218.454,L2
data_09,-70.6595,2.10337,-220.581,L2
data_09,-22.1995,39.608,-201.874,L2
data_09,30.3972,0.901833,-181.782,L2
data_09,-69.0076,2.42737,-174.372,L2
data_09,-81.4074,27.9503,-182.68,L2
data_09,0.471401,4.22657,-155.74,L2
data_09,-86.0837,6.04749,-161.004,L2
data_09,41.4058,7.80881,-149.841,L2
data_09,-26.6488,17.3007,-139.183,L2
data_09,46.8921,7.06706,-141.728,L2
data_09,-79.2904,17.1077,-162.456,L2
data_09,62.665,12.2568,-146.539,L2
data_09,-71.1743,10.1758,-164.635,L2
data_09,52.3358,12.4723,-141.466,L2
data_09,35.082,1.60263,-147.586,L2
data_09,68.342,5.64642,-135.336,L2
data_09,-62.296,34.8425,-166.265,L2
data_09,-82.1249,11.727,-159.814,L2
data_09,48.3844,1.34663,-146.698,L2
data_09,-84.8082,2.73874,-154.875,L2
data_09,8.73818,3.10303,-151.871,L2
data_09,73.8748,6.23665,-139.127,L2
data_09,-47.4199,6.169,-161.441,L2
